,trackName,artistName,numPlays,URI,valence,tempo,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,speechiness
648,Tommy's Party,Peach Pit,4,spotify:track:5OuJTtNve7FxUX82eEBupN,0.211,133.949,0.122,0.565,361760,0.438,0.0469,7,0.108,-8.722,0.0311
649,Being so Normal,Peach Pit,4,spotify:track:65sNrvOp2HLlhGTeLJ0nnk,0.295,148.162,0.674,0.541,220067,0.583,0.00583,6,0.125,-8.886,0.0507
650,666 Flags,Origami Angel,4,spotify:track:2iQ3T5KI7n6sMSNXRBkjSD,0.294,107.683,0.0188,0.509,167451,0.974,2.35E-06,8,0.317,-3.133,0.198
651,"I'm Made Of Wax, Larry, What Are You Made Of?",A Day To Remember,4,spotify:track:2dwhns14pjuxxcM5a0eOow,0.621,159.93,7.35E-05,0.241,180840,0.97,0,10,0.904,-4.246,0.104
652,Michelle - Remastered 2009,The Beatles,4,spotify:track:5By7Pzgl6TMuVJG168VWzS,0.666,117.403,0.652,0.578,162373,0.29,0,5,0.105,-12.501,0.0341
653,Attention,Charlie Puth,4,spotify:track:6EPqH3otK4WiDBnupuc8F3,0.798,100.006,0.109,0.776,208787,0.613,2.09E-05,3,0.134,-4.586,0.0535
654,I Wish,Stevie Wonder,4,spotify:track:687YZan9Gol1UVvbpUSO6Y,0.885,105.866,0.0816,0.821,252373,0.721,7.37E-06,10,0.0664,-10.401,0.0515
655,We're Not Just Friends,"Parks, Squares and Alleys",4,spotify:track:5Yl3O4S7SO0BhpjkUIl3sn,0.592,114.983,0.315,0.662,184000,0.613,7.66E-05,4,0.0983,-8.481,0.0296
656,The Moons Detriment,Shannon Lay,4,spotify:track:6dRKRVyjzxa2efBCXZez6R,0.282,92.306,0.932,0.519,155000,0.173,0.113,11,0.102,-16.078,0.0284
657,You're Dead,Norma Tanega,4,spotify:track:31CbTIBnFaKGIi8NTVx9iO,0.754,112.259,0.346,0.627,143067,0.539,0,0,0.192,-8.529,0.0328
658,Never Meant,American Football,4,spotify:track:4ZDyo32Vg4avIKHaDfZSOg,0.432,144.29,0.0232,0.434,268333,0.81,0.0102,0,0.153,-6.6,0.036
659,Denmark / Van Gogh & Gone,Psychedelic Porn Crumpets,4,spotify:track:7sP57RtB31LWReHyQ02RxX,0.0439,134.886,0.219,0.397,449347,0.432,0.417,5,0.11,-7.747,0.0291
660,You,Good Morning,4,spotify:track:1iLBI0xUhGKZQM1DresHuj,0.367,149.709,0.157,0.338,190696,0.64,0.724,8,0.129,-8.046,0.0297
661,Meet the Frownies,Mr Twin Sister,4,spotify:track:5kxinzQqkSJhL7QDdvkDFM,0.2,122.974,0.274,0.663,240493,0.444,0.659,11,0.388,-11.214,0.0338
662,Prayer,Cory Wong,4,spotify:track:79f8XMkvX45qpV68aRuXVt,0.0672,114.517,0.972,0.533,212964,0.245,0.835,9,0.11,-14.998,0.0371
663,Chumped,Joyce Manor,4,spotify:track:631IJRq5qbMK48PRe9XH8f,0.789,128.586,8.64E-05,0.518,98799,0.92,0.00188,11,0.239,-4.742,0.12
664,The Long And Winding Road - Remastered 2009,The Beatles,4,spotify:track:3mlMpmY8oZIBFc39D9zLbh,0.392,132.282,0.756,0.299,218187,0.329,0.0105,3,0.0559,-10.096,0.0279
665,My Heroine,Silverstein,4,spotify:track:6NDoBIaqTHdcudaR8RDJNw,0.162,154.115,9.62E-05,0.412,207587,0.823,8.25E-05,4,0.153,-2.572,0.0323
666,Gooey,Glass Animals,4,spotify:track:1gk3FhAV07q9Jg77UxnVjX,0.106,183.114,0.736,0.487,289307,0.369,3.75E-05,11,0.0925,-13.424,0.0406
667,THat Part,ScHoolboy Q,4,spotify:track:2yJ9GVCLMmzBBfQAnfzlwr,0.336,112.96,0.0855,0.927,313573,0.535,0,6,0.136,-7.59,0.0911
668,Spread a Little Love On Christmas Day,Destiny's Child,4,spotify:track:4l6TUqvbtSka1Z7dTLctPw,0.402,89.554,0.38,0.47,221133,0.789,0,1,0.0711,-3.652,0.297
669,Thanksgiving,Pinegrove,4,spotify:track:1de98pPITDoARnUwSPF4p8,0.0853,106.71,0.59,0.332,65493,0.151,0.00044,8,0.105,-12.228,0.0403
670,Easy Enough,Pinegrove,4,spotify:track:67ktU8ZRoghz8MKMkOpF6Y,0.393,117.455,0.0771,0.549,121413,0.835,4.52E-05,8,0.0722,-6.869,0.0474
671,This Lonely Morning,Best Coast,4,spotify:track:4LuLbneGBqNMMrRDZk1W7o,0.392,128.113,0.00144,0.211,162436,0.963,0.000732,7,0.162,-4.061,0.118
672,A Pirate Named Roberts,Societal Siege,4,spotify:track:4pIUGK9jNHYHvW0YUAvVyD,0.954,98.023,0.0403,0.61,184973,0.923,0.00158,7,0.132,-4.417,0.0475
673,Being a Woman,Lake Street Dive,3,spotify:track:3LQASjzUVNkquf6sCxax7i,0.542,141.971,0.0276,0.808,169856,0.411,1.73E-05,9,0.102,-8.17,0.0598
674,Goodbye Weekend,Mac DeMarco,3,spotify:track:7veyzFpXGgZj5Ul3TZ1lBc,0.604,80.081,0.174,0.559,179767,0.793,0.021,2,0.329,-4.019,0.0346
675,Blue Boy,Mac DeMarco,3,spotify:track:6drC7tBnx8AiYfTfBmDPVO,0.601,162.742,0.446,0.41,126224,0.793,0.29,10,0.213,-5.848,0.0576
676,traitor,Olivia Rodrigo,3,spotify:track:6F9U58EHsIPgvQs5eb8O2J,0.0849,100.607,0.691,0.38,229227,0.339,0,3,0.12,-7.885,0.0338
677,Killing In The Name,Rage Against The Machine,3,spotify:track:59WN2psjkt1tyaxjspN8fp,0.661,88.785,0.0266,0.466,313573,0.833,0,7,0.0327,-4.215,0.304
678,"Flicker, Fade",Taking Back Sunday,3,spotify:track:6QQq00cv1UZK0bwWWEpa5e,0.223,197.17,0.00564,0.12,273519,0.782,0,3,0.0776,-4.466,0.0488
679,Whatever We Feel,Sammy Rae & The Friends,3,spotify:track:6GLswnDTj8TjpVZpkRDXA5,0.744,107.426,0.579,0.562,208966,0.715,0,2,0.75,-7.852,0.103
680,Out Of Love,Busty and the Bass,3,spotify:track:3hNywmR93yvj68y2zl8mRt,0.379,107.068,0.0185,0.757,290893,0.718,1.10E-05,2,0.376,-6.009,0.184
681,Welcome to...,Origami Angel,3,spotify:track:4fFiXfYW8JTyWwysayiNUf,0.159,160.027,0.0218,0.502,185133,0.782,0.000405,3,0.202,-4.756,0.0946
682,Backyard Boy,Claire Rosinkranz,3,spotify:track:6kX7zNf1aBrXd3lEE2g9ya,0.454,138.015,0.323,0.817,129241,0.635,0,5,0.0738,-7.246,0.163
683,Monsoon,Hippo Campus,3,spotify:track:3QJUvByLFesgWYAgnL8JbA,0.205,84.88,0.938,0.29,222820,0.308,0.0294,5,0.106,-11.074,0.0442
684,Purple Hat,Sofi Tukker,3,spotify:track:4QVWoXs0dGVqZAZT6MPNVl,0.654,94.019,0.331,0.777,178369,0.744,0.0073,9,0.088,-7.42,0.204
685,Go on Shining (feat. Jon Batiste),Rachael & Vilray,3,spotify:track:0vGS7srr6FGqgFElP3g1yQ,0.375,94.668,0.975,0.574,223891,0.23,0.00255,11,0.117,-8.991,0.0412
686,Overslept,Good Morning,3,spotify:track:5abmvTpSbdp68PZBsV0vW1,0.148,170.197,0.879,0.42,190947,0.593,0.899,2,0.331,-7.362,0.0308
687,Quiet Kick It,Yoga Beats,3,spotify:track:2nU7m7oXRSU0rZwPHn0zSK,0.774,158.003,0.328,0.757,204800,0.627,0.163,2,0.102,-9.287,0.0815
688,Misted,Tails,3,spotify:track:6d8qqWoZUxozLsjahEhVPn,0.565,84.522,0.704,0.74,142054,0.29,0.799,10,0.111,-12.12,0.236
689,Seaside Lounge,Engelwood,3,spotify:track:6vFtlAhzpxspJIcXnem3lB,0.372,84.614,0.656,0.547,90681,0.681,0.917,1,0.643,-12.502,0.0743
690,Short Court Style,Natalie Prass,3,spotify:track:6wYBPGIIxm6veUhJQ7MMIE,0.893,93.049,0.0239,0.772,223627,0.83,0.0394,5,0.197,-4.209,0.0543
691,Good Ass Intro,Chance the Rapper,3,spotify:track:23Ij3xEFmYkRl00dDJCVMP,0.672,79.843,0.0644,0.605,239250,0.731,2.70E-06,1,0.331,-8.127,0.291
692,Scar Tissue,Red Hot Chili Peppers,3,spotify:track:2QOMGq8wVTZbLmh7McrvgF,0.547,178.085,0.0779,0.437,215907,0.717,0.00274,0,0.108,-4.803,0.039
693,In the Way,Good Morning,3,spotify:track:7vCox4zu0ifnTnIEdUTFGc,0.847,107.096,0.775,0.729,137467,0.492,0.00417,2,0.0845,-7.882,0.0307
694,Move On,Garden City Movement,3,spotify:track:6xPkf69rcfWM0Jfll6V3uo,0.0681,117.277,0.314,0.501,251733,0.551,0.433,9,0.641,-7.567,0.0336
695,Stayin Alive,Bee Gees,3,spotify:track:7qK3JFriCqLorQivsJYG2X,0.949,103.573,0.0328,0.703,283147,0.831,0.00839,10,0.218,-7.225,0.0349
696,Don't Stop Believin',Journey,3,spotify:track:3DtK601PJiNPe8COo67unB,0.485,119.022,0.242,0.49,249653,0.723,0,4,0.371,-9.699,0.0408
697,There's No True Love,Rachael & Vilray,3,spotify:track:47uDUaXn5HpkSF6TZyPuDe,0.127,92.212,0.887,0.408,221915,0.269,0.000301,9,0.109,-9.498,0.031
698,Let's Make Love on This Plane,Rachael & Vilray,3,spotify:track:70o9lZxBe86XLvQCywNdJ9,0.472,119.028,0.936,0.829,149282,0.187,0.000144,5,0.11,-8.775,0.0557
699,Nobody's Stopping You Now,Lake Street Dive,3,spotify:track:0j1ldNL5THYosPxuhYZ5NY,0.106,159.735,0.201,0.482,227812,0.517,0.00437,11,0.201,-5.807,0.0305
700,I Looked Away,Derek & The Dominos,3,spotify:track:2xNruEPnV3JHJ9qvHvcEF3,0.729,117.573,0.324,0.501,184560,0.488,0.00113,0,0.165,-9.131,0.029
701,Lovely Day,Bill Withers,3,spotify:track:1QQRBPMzXbL4z26mnIvgZD,0.733,97.921,0.301,0.692,254893,0.594,0.00453,9,0.0997,-9.862,0.0319
702,Really?,Prince Daddy & the Hyena,3,spotify:track:2tz4wF3nFZiKeR4IBtvchH,0.256,109.044,0.000213,0.478,286724,0.721,0.853,8,0.0976,-8.154,0.0356
703,Gloria,The Lumineers,3,spotify:track:2AoyIsLRZQ0UhedzzhnbKz,0.659,78.211,0.658,0.523,216120,0.714,5.20E-06,11,0.0785,-6.021,0.0367
704,Life In The City,The Lumineers,3,spotify:track:5m5ujaIcyabeTxIV48Gx1D,0.273,97.005,0.506,0.743,231360,0.57,5.18E-05,0,0.0994,-7.376,0.0335
705,Doctor Whomst,Origami Angel,3,spotify:track:4udlZkMAIyKsx4PZefD4Yb,0.484,154.973,0.0107,0.554,179277,0.96,5.50E-06,1,0.154,-2.465,0.176
706,Flo,RIOPY,3,spotify:track:4opgRBGGDePBULgTfwu0Xn,0.0848,80.008,0.986,0.5,232893,0.0516,0.901,8,0.136,-24.682,0.0545
707,Mad (feat. Devon Baldwin),G-Eazy,3,spotify:track:1TNKy5UovHZyVm1JQNEM3X,0.347,133.969,0.13,0.623,190746,0.783,0,7,0.135,-7.828,0.0686
708,Sh’qweyla,Schwey,3,spotify:track:5HZDmlOkrOH3CkVPgvfQ9V,0.79,109.98,0.0646,0.838,182385,0.604,0.0041,11,0.0698,-5.443,0.0582
709,No Sleep Till Brooklyn,Beastie Boys,3,spotify:track:5qxChyzKLEyoPJ5qGrdurN,0.742,97.022,0.122,0.712,246933,0.691,0,8,0.0538,-8.157,0.128
710,Golden,Nonsens,3,spotify:track:0597ycWWuUErgvNRvQhlYG,0.487,149.976,0.0316,0.714,156800,0.83,0.636,3,0.178,-7.037,0.136
711,No Role Modelz,J. Cole,3,spotify:track:62vpWI1CHwFy7tMIcSStl8,0.463,100.45,0.301,0.692,292987,0.521,0,10,0.0565,-8.465,0.33
712,Alone at Last,Rachael & Vilray,3,spotify:track:6A4LBOdd1MH3opfbXou5IQ,0.163,75.253,0.948,0.405,196200,0.176,0.000111,7,0.255,-8.256,0.0288
713,"Bitch, Don’t Kill My Vibe",Kendrick Lamar,3,spotify:track:4Pwjz3DfvfQWV0rO2V8jyh,0.0985,133.954,0.0152,0.587,310720,0.698,0,1,0.442,-8.948,0.0943
714,Angela,The Lumineers,3,spotify:track:5bodDpPolC3xlame0SVcDY,0.289,130.366,0.649,0.668,201786,0.563,0.000347,4,0.11,-8.23,0.0305
715,There's No Penguins In Alaska,Chiodos,3,spotify:track:4h1EjRaCMtVMFX5i1vai6G,0.19,100.555,0.00126,0.445,273507,0.918,0,7,0.054,-5.637,0.0961
716,Carry This Picture,Dashboard Confessional,3,spotify:track:77BtYy3bzFANo3v00E5I9g,0.657,108.671,0.236,0.839,173733,0.349,0.0185,6,0.146,-11.331,0.0334
717,Heat Waves,Glass Animals,3,spotify:track:6CDzDgIUqeDY5g8ujExx2f,0.531,80.87,0.44,0.761,238805,0.525,6.70E-06,11,0.0921,-6.9,0.0944
718,You're The One That I Want - From “Grease”,John Travolta,3,spotify:track:4HsZfkM6L74O9Izs5aiR8R,0.778,213.783,0.327,0.534,169267,0.777,0.00229,0,0.161,-5.834,0.188
719,American Idiot,Green Day,3,spotify:track:45zvStEMsXp8z45OQRhWFJ,0.81,186.081,2.53E-05,0.381,174320,0.984,6.91E-05,1,0.27,-2.42,0.0638
720,Sunblind,Fleet Foxes,3,spotify:track:1Kpt4G3LsCeKYLqTnRYBio,0.447,103.045,0.319,0.561,253613,0.688,0.0282,7,0.125,-8.484,0.025
721,Gettin' Jiggy Wit It,Will Smith,3,spotify:track:0weAUscowxeqDtpCgtbpgp,0.858,107.891,0.0175,0.881,227933,0.874,1.14E-06,6,0.154,-4.505,0.139
722,In This Shirt,The Irrepressibles,3,spotify:track:4HeURhWbR6FKy7v3OFVJ6w,0.0351,80.034,0.739,0.272,333793,0.265,0.572,9,0.135,-12.281,0.0335
723,Dream Sweet in Sea Major,Miracle Musical,3,spotify:track:3RznzRnsl8mzP63l4AF2M7,0.187,169.986,0.919,0.341,420012,0.426,0.0673,0,0.106,-11.194,0.0416
724,All Summer Long,Kid Rock,3,spotify:track:32rHadAy6b8xYgSq22C0r8,0.887,102.997,0.0212,0.7,297587,0.864,0,7,0.0956,-3.629,0.0283
725,Y.M.C.A.,Village People,3,spotify:track:6zKacgNnfOWbX0XOmzrCSx,0.765,126.577,0.0747,0.752,228107,0.787,0,6,0.531,-11.146,0.0628
726,For No One - Remastered 2009,The Beatles,3,spotify:track:1kDkaFlmkdEZiVUogaP9OZ,0.713,81.208,0.783,0.483,119813,0.351,0,1,0.115,-10.487,0.0278
727,Like A G6,Far East Movement,3,spotify:track:76ZykohAXhkqp3wNAJZaXt,0.73,124.8,0.00627,0.611,218760,0.864,0,7,0.22,-7.073,0.322
728,The Bottom of It,Fruit Bats,3,spotify:track:6tZetCGfhxPh5ZIKCGmaKq,0.305,155.987,0.134,0.631,181400,0.625,0.0196,0,0.117,-10.73,0.0374
729,Give Up,Low Roar,3,spotify:track:4L321mZADfO4S04ICSIrwR,0.0631,164.542,0.882,0.234,186600,0.389,0.0806,0,0.107,-9.215,0.0298
730,Thriller,Michael Jackson,3,spotify:track:1D9KEXIrlmPUkMTdYzqgX4,0.799,118.418,0.0913,0.776,357493,0.857,0.000164,11,0.918,-4.943,0.0704
731,Cupid Shuffle,Cupid,3,spotify:track:4k9A3Aoo4RoFNmvQSNjdvg,0.861,71.774,0.191,0.785,231360,0.582,0,5,0.2,-4.877,0.237
732,Karma Police,Radiohead,3,spotify:track:63OQupATfueTdZMWTxW03A,0.324,74.807,0.0638,0.36,264067,0.501,9.32E-05,7,0.172,-9.129,0.0258
733,Paris Madness,Samaran,3,spotify:track:3Rv7d8VVkkTvpL4P217m93,0.65,121.992,0.0027,0.812,196743,0.684,0.912,1,0.0823,-9.056,0.0587
734,Sonsick,San Fermin,3,spotify:track:5Y8NV8AiYPodmq6uOYflq6,0.528,147.751,0.0209,0.46,253427,0.612,0.00032,0,0.341,-5.856,0.0393
735,South Loop Summer,Hospital Bracelet,3,spotify:track:4Vye1M3fO08qu0tB6MEitL,0.605,136.949,0.00398,0.594,229839,0.935,2.78E-05,5,0.11,-5.387,0.0408
736,Across The Universe - Remastered 2009,The Beatles,3,spotify:track:4dkoqJrP0L8FXftrMZongF,0.858,152.126,0.361,0.257,228133,0.412,8.68E-05,1,0.0702,-11.788,0.0287
737,Twilight Funzone,Macseal,3,spotify:track:6k0h5ZY563BsN9LzrcwdvE,0.458,152.092,0.000506,0.377,149004,0.865,0.000381,8,0.116,-7.077,0.0367
738,Yulianna / Carley's Glenfinnan Wedding,Hanneke Cassel,3,spotify:track:6yX1ZqWDRaMlOLZy6dSnbX,0.392,126.727,0.77,0.364,258067,0.278,8.55E-06,7,0.173,-8.226,0.0396
739,Trip to Walden Pond,Hanneke Cassel,3,spotify:track:3tIsxlh79xEKyLkoe6K2zp,0.76,100.83,0.797,0.457,262147,0.496,1.18E-05,11,0.0685,-5.85,0.0399
740,Happy Birthday,Mac Miller,3,spotify:track:7ni2QpeyhKLJIb18IJTBHc,0.386,86.018,0.00353,0.657,168819,0.667,0,11,0.184,-5.233,0.0589
741,Little Lion Man,Mumford & Sons,3,spotify:track:6JnufVNLIO5F5Lk4sEVLeI,0.461,138.51,0.0293,0.517,246973,0.481,1.79E-05,5,0.0903,-8.273,0.0272
742,Jump Rope Gazers,The Beths,3,spotify:track:1awytjc79cueIqbstbKvDf,0.452,100.006,0.00791,0.559,312182,0.411,1.25E-06,5,0.107,-11.908,0.0255
743,Good as Hell,Lizzo,3,spotify:track:3Yh9lZcWyKrK9GjbhuS0hR,0.535,95.982,0.256,0.682,159736,0.919,0,0,0.442,-3.18,0.0875
744,Until Then,Feed Me Jack,3,spotify:track:0jnI2o0HKJrRglMwp3nIVJ,0.491,116.91,0.0305,0.449,252250,0.635,0.00629,4,0.123,-8.941,0.0562
745,Teenage Dream,Katy Perry,3,spotify:track:55qBw1900pZKfXJ6Q9A2Lc,0.605,119.999,0.0132,0.719,227760,0.804,3.02E-06,10,0.139,-4.581,0.0355
746,Monsters,"Slaughter Beach, Dog",3,spotify:track:2UkY7hFQCsiEh3JKIhxhQx,0.605,129.974,0.00264,0.552,206080,0.692,0.00834,0,0.104,-7.161,0.0311
747,72 VALHALLA AVE.,Ashes To Amber,3,spotify:track:7tYjJOFEEgHShsUVVqt5No,0.241,109.954,0.767,0.914,127922,0.255,0.187,8,0.272,-15.973,0.0944
748,BADLANDS,Ashes To Amber,3,spotify:track:35Z3K0heCuEcGgogA0CoPk,0.73,149.965,0.645,0.57,194900,0.513,0.888,4,0.128,-17.02,0.0332
749,Cool,Soccer Mommy,3,spotify:track:3FeyKZZcU7ywuJ0LtFSuBO,0.75,107.042,0.447,0.636,196012,0.66,0.00135,9,0.109,-8.882,0.0284
750,Caroline,Briston Maroney,3,spotify:track:3S5mohVxC0Xuj0tgZ7vU7g,0.406,149.6,0.726,0.506,205049,0.456,3.74E-05,7,0.11,-10.635,0.0479
751,Skeleton Key,Origami Angel,3,spotify:track:3K9a6cp22vv8LLiS2IgjnN,0.317,160.093,0.0241,0.446,182554,0.878,2.12E-05,10,0.648,-3.737,0.0961
752,A Modern Lay,"Slaughter Beach, Dog",3,spotify:track:5ZnWGuVw3VqgubwsXBYoZF,0.63,76.495,0.18,0.564,316128,0.682,7.74E-05,2,0.0865,-7.03,0.0349
753,Lucy,Still Woozy,3,spotify:track:0c02Kpj8kycFJAT6YIeU3h,0.846,84.46,0.43,0.647,142500,0.537,0.000258,6,0.119,-12.006,0.21
754,Animal Spirits,Vulfpeck,3,spotify:track:1SHA4IJyiyNobDOrQzFFXy,0.906,100.856,0.156,0.751,190802,0.713,9.59E-05,1,0.0508,-7.333,0.0544
755,Silver Lining,Mt. Joy,3,spotify:track:2fpDrL2Vpee0JnM6AoUFvl,0.178,144.458,0.000921,0.486,199827,0.638,0,0,0.078,-6.231,0.0323
756,Sometimes,Goth Babe,3,spotify:track:7oJmIBxEAYjfkS7lhZ7M1S,0.204,94.978,0.105,0.445,262737,0.563,0.000271,7,0.179,-8.904,0.0315
757,Thinking of You,"Slaughter Beach, Dog",3,spotify:track:2QPnUlKy4QLdvwFtYn7YyU,0.249,109.983,0.182,0.644,290736,0.585,0.00952,7,0.064,-7.839,0.0256
758,Leave The Door Open,Bruno Mars,3,spotify:track:09qe5rCgbcwYOWSQgzzLhm,0.719,148.088,0.182,0.586,242096,0.616,0,5,0.0927,-7.964,0.0324
759,It's the Most Wonderful Time of the Year,Andy Williams,3,spotify:track:3C26P3VE95SAw8alm8Errp,0.661,201.856,0.843,0.232,152267,0.641,1.66E-06,2,0.102,-7.775,0.0397
760,Building The Ark,"Slaughter Beach, Dog",3,spotify:track:0H6m9OehghfHuDvhkSYbuc,0.443,112.009,0.175,0.696,264043,0.537,0.0997,11,0.12,-9.313,0.0271
761,Call It Karma,Silverstein,3,spotify:track:0WStNeCjrMtsGwBuSoKBoq,0.241,170.022,7.66E-05,0.434,254027,0.883,2.53E-05,9,0.263,-3.13,0.0514
762,Tears Don't Fall,Bullet For My Valentine,3,spotify:track:3iWlbqAaoIR7H7gyO3a6rV,0.244,162.128,0.000729,0.212,348387,0.924,2.23E-06,7,0.0831,-3.349,0.135
763,Disdain,Knuckle Puck,3,spotify:track:7K3RiFYzoLb4j2gtMgjLuE,0.307,95.034,0.0114,0.433,164728,0.97,2.65E-05,6,0.159,-3.02,0.0988
764,Simple As...,Kid Cudi,3,spotify:track:77fcAXl6MsFPtFJG45zTUE,0.512,95,0.265,0.802,151333,0.742,0.000287,1,0.63,-4.607,0.111
765,The Air Up Here,Origami Angel,3,spotify:track:3RBptDxpH6VntWaNISmPDi,0.16,169.488,0.0243,0.353,284814,0.913,8.90E-05,10,0.189,-4.017,0.123
766,Find Your Throne,Origami Angel,3,spotify:track:0FYgbU053OIe4Mg6EtxSgp,0.398,127.028,0.021,0.582,206387,0.908,6.19E-06,1,0.631,-3.826,0.0772
767,Heart It Races - Cover Version,Dr. Dog,3,spotify:track:7iIHuE8flRpDgrdFuv6kcF,0.756,98.612,0.444,0.705,233128,0.474,0.0533,10,0.338,-13.081,0.0391
768,Favourite Boy,Half Moon Run,3,spotify:track:0Ul1RreKyIV2WQhKVK6dpo,0.818,132.937,0.000566,0.565,242253,0.724,1.01E-05,0,0.0807,-5.5,0.0307
769,Timber (feat. Ke$ha),Pitbull,3,spotify:track:3cHyrEgdyYRjgJKSOiOtcS,0.788,129.992,0.0295,0.581,204160,0.963,0,11,0.139,-4.087,0.0981
770,12 Feet Deep,The Front Bottoms,3,spotify:track:2a9CuEjc7XIux8YLOEVKpv,0.534,101.354,0.00961,0.328,225253,0.932,0,9,0.36,-5.612,0.0924
771,Air Horn Frenzy,DJ 0.000001,3,spotify:track:2SolqzPfBxKpURJbjTV5EJ,0.296,146.116,2.51E-05,0.438,31747,0.963,0.908,10,0.156,-6.104,0.072
772,Carry Me Away,John Mayer,3,spotify:track:4Szq4dulKN9bOvLRW6uMdZ,0.744,119.997,0.0117,0.677,159133,0.713,0.15,4,0.0952,-6.626,0.0288
773,Mamma Mia,ABBA,3,spotify:track:6ZGR4XGx4tiVyPoWSGgiFq,0.829,137.572,0.436,0.73,210960,0.803,0.00022,2,0.362,-5.31,0.0315
774,I Want Candy,Bow Wow Wow,3,spotify:track:60UZlV9G08xkjcmwsiVteK,0.688,110.062,0.00261,0.674,161933,0.797,0.0358,7,0.0832,-8.205,0.0807
775,Deep Sea,Snail Mail,3,spotify:track:2XahOyXiU6o0ODpsINxG0B,0.116,140.21,0.155,0.291,282400,0.369,0.122,1,0.111,-6.012,0.0312
776,Anything,"Slaughter Beach, Dog",3,spotify:track:2i6PlyowUUILbjFWcZYQcX,0.277,112.117,0.714,0.723,260945,0.321,0.338,7,0.113,-11.494,0.0323
777,Glowing,"Slaughter Beach, Dog",3,spotify:track:4JlM9rbzHKEUKkVgFpH9sf,0.352,109.799,0.257,0.546,168374,0.387,0.245,0,0.0945,-9.276,0.0291
778,Speaking Terms,Snail Mail,3,spotify:track:1Sqf9ZH0YZoWx6CrxCKYie,0.411,124.887,0.0766,0.562,233560,0.711,0.35,4,0.117,-7.033,0.0271
779,The Weather,Lawrence,3,spotify:track:4xxF57q6wmLa400D3AA2u2,0.324,91.234,0.889,0.444,169093,0.304,1.70E-06,1,0.1,-8.414,0.0618
780,Heart Attack,"Slaughter Beach, Dog",3,spotify:track:18Nnfn9VmtUP2j7iTgcMNm,0.961,124.096,0.384,0.747,139511,0.601,0.000338,4,0.117,-7.403,0.0334
781,Black Oak,"Slaughter Beach, Dog",3,spotify:track:0i2hvRldjUwdgkzw6RZn7X,0.303,93.986,0.821,0.566,402141,0.401,0.839,7,0.11,-11.104,0.0253
782,Your Cat,"Slaughter Beach, Dog",3,spotify:track:128sfsBBtYmMb1idRD1quE,0.697,139.964,0.0128,0.626,198667,0.626,0.486,0,0.169,-6.352,0.0302
783,Tape,Parcels,3,spotify:track:1hRQ0Kzy8gZXEikgrsOT9O,0.973,136.962,0.231,0.831,223553,0.504,0.0719,8,0.116,-9.183,0.0509
784,The Beach,Dr. Dog,3,spotify:track:4u3sMCDSkypqkh8h1BFn2v,0.509,126.326,0.445,0.524,221627,0.607,0.32,6,0.124,-6.323,0.0433
785,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,3,spotify:track:4iJyoBOLtHqaGxP12qzhQI,0.464,90.03,0.321,0.677,198082,0.696,0,0,0.42,-6.181,0.119
786,Anymore,Lake Street Dive,3,spotify:track:11uDkfcnZnSINxQfdLyYfm,0.229,141.935,0.394,0.739,250934,0.28,0.000192,0,0.115,-9.235,0.0347
787,"Don't Cry, 2020",COIN,3,spotify:track:69yWHw7ZdTfYnpk67pdj3a,0.184,128.04,0.0132,0.527,210907,0.867,0.000358,9,0.612,-5.854,0.145
788,Heart To Heart,Mac DeMarco,3,spotify:track:7EAMXbLcL0qXmciM5SwMh2,0.643,150.076,0.667,0.901,211140,0.136,0.354,8,0.109,-16.127,0.102
789,Same Old Blues,Phantogram,3,spotify:track:28iw1FqJf6Vnfl2Fcu9rBh,0.23,122.053,0.0688,0.581,211093,0.706,1.99E-06,6,0.309,-3.338,0.0293
790,Skyless Moon,Mac DeMarco,3,spotify:track:0RhSiT2gNwrHQdI6UzFj1B,0.392,127.898,0.889,0.775,244682,0.0466,6.29E-05,4,0.111,-16.402,0.0349
791,Baby Bye Bye,Mac DeMarco,3,spotify:track:1hTo9vkhJuRkE5BGJeNfdt,0.672,144.506,0.526,0.555,448653,0.492,0.0354,8,0.143,-12.338,0.206
792,Cruel World,Phantogram,3,spotify:track:5PaViyJwv0XJbCcrnBNuAt,0.197,80.038,0.00179,0.559,177693,0.452,0.00135,0,0.376,-6.549,0.0282
793,Funeral Pyre,Phantogram,3,spotify:track:79uGuP3o5HO5ZlXTWbq0LW,0.171,168.012,0.00185,0.389,245693,0.851,0.748,0,0.287,-6.381,0.0946
794,Income Tax,P'tit Belliveau,3,spotify:track:4uVMCHKp6Zfz7MidZO4u6B,0.818,109.928,0.389,0.787,246093,0.776,1.33E-06,7,0.131,-5.112,0.0353
795,Mood Rings,Relient K,3,spotify:track:2ITRKavPIWXhQpWH4JQiKZ,0.365,164.041,0.105,0.588,198627,0.79,0,4,0.266,-5.372,0.0769
796,Bad Beer,"Slaughter Beach, Dog",3,spotify:track:0LYE1Y7J1wvdEdxFwdiWof,0.618,122.948,0.397,0.7,215851,0.497,2.46E-05,4,0.113,-8.278,0.0311
797,Shapes I Know,"Slaughter Beach, Dog",3,spotify:track:2x6Z5uMed5Jr2f2oP7OxNc,0.65,114.949,0.63,0.734,271526,0.464,0.00541,0,0.125,-9.673,0.0303
